,0
1200,장학금을 잘줘서 집안이 어려운친구에겐 좋을 듯 해요
1201,선배들 모두 좋아요 교수님들도 즐겁게 수업해 주십니다 다른 학과보단 널럴한 것 같아요
1202,장점 캠퍼스내로 이동하면서 지각할 걱정이 없다 생리공결 가능 인하대랑 가까워서 인하대 친구랑 놀기 좋다 단점 학식이 진짜 맛없다 축제가 노잼 (주민축제임) 캠퍼스가 진짜 세상에서 제일 좁다 너무 변두리에 있어서 서울 한번 가려면 맘먹어야함 주변 시설이 낙후됨 (범죄 다발생 구역과 매우 가까움) 대학같지 않음 (캠퍼스 로망 전혀 없음)
1203,장점 취업깡패임 빅5병원 많이 보냄 학생수가 많아 과활동 안해도 됨 군기가 하나도 없음 선배인지 후배인지도 모름 단점 공부가 너무 힘듦 학생수가 많아 선배들과 친해지기 힘듦 수험생들보다 공부를 열심히함 (학점따기 힘듦) 과활동을 강요하지 않음
1204,"학교가 너무작고 학식이 맛없다 무엇보다도 과방이없다. 메디컬이라는 메리트, 강의실 거리를 고려하지않아도된다는 부분으로 단점을 커버하기는 어려운것겉다.. 적어서 학교생활하는데 있어선 취업률은 감히 깡패라고 불릴만하다."
1205,"공부하는분야가 다양하다 프로그래밍, 의학, 물리, 수학 등등 공대에서 배우는것들을 거의 배운다 하지만 그에비해 배우는 깊이는 얇기 때문에 대학원까지 고려해야 하는 분야가있다. 반면 다양한 분야로 취업할 수있고 병원과 회사 둘다가능하다."
1206,캠퍼스가 많고 커리큘럼이 잘 짜져있고 지원 프로그램이 많아요
1207,"학과내에 행사가 많아서 선후배, 교수님 간에 유대감이 좋습니다. 커리도 확실해서 믿고 따라갈 수 있습니다"
1208,캠퍼스가 되게 크고 예뻐요! 장학금제도가 많아서 좋아요~!
1209,비실기과인데 커리큘럼이 잘 짜여있어요!!교수님들도 차근차근 잘 가르쳐주셔요
1210,
1211,
1212,
1213,
1214,학식 맛없고 주변에 놀거리 작고 대학가가 크지가 않고 경사가 좀 높다는거 빼면 좋다.
1215,교수님 한분이 반바지를 못입게하고 학과에서 자기 맘대로 하는 경향이 있지만(수강신청 소프트만 따로하거나 이건 필참이다 등등) 그런 점 빼면 너무좋다 교수님들도 다 열정적이고 잘가르친다 배울의지만 있다면 1학년부터 얻어갈 수 있는 지식이 많고 질도 높다. 원어강의여서 더 좋은듯 다만 커리큘럼은 너무 필수적인거만 배우다보니 신기술에 대해선 따로 공부해야한다 그리고 학과에서 이것만 들어라라고 정해주는건 불만이다 중국어같은거 필수지정해놈 부전공도 지정해놈 알아서
1216,
1217,
1218,평판도 좋아지고 시설도좋고그리고 역에서 바로 학교도착하는학교가 몇개안돼요 ㅎㅎ 꼭오ㅓ요 선배도 다좋음 ㅎ
1219,행정학과 짱 행정학과와요 행정행정행정행정행정행정
1220,"장점 : 교통. 교통만큼은 좋다. 셔틀(무당이)이 무료다. 학교 안에 식당이 많다. 복수전공이나 부전공을 할 수 있다. 전과가 쉽다. 단점 : 기숙사가 비싸고 산에 있어서 다니기 힘들어서 자취가 낫다. 셔틀 시간이 너무 뜸하고 한번에 탈 수 있는 정원도 적고 비오면 일 안하고 방학이나 주말, 공휴일에도 일 안한다. 주변에 있는게 없어서 죄다 비싸다. 음식도 비싸고 양이 적다. 일반 대학가 물가나 양을 생각하면 지갑이 텅텅해질 것이다. 복수전공이나 부전공이 필수다. 총학생회 비리가 매년 있는 듯 하다. 축제가 재미 없다. 학비가 비싸다. 체육대회 같은것은 몰래 하는 건지 공지도 제대로 안하는듯 하다."
1221,"장점 : 수강신청할 때 다양한 예비 시간표를 만들 수 있다 단점 : 좋은 교수님이 뻔하므로 항상 인원이 몰리고 편입이나 복수전공, 전과생을 다 합하면 수강신청 정원을 한참 넘겨 수강신청이 매우 힘들다"
1222,장점 캠퍼스내로 이동하면서 지각할 걱정이 없다 생리공결 가능 인하대랑 가까워서 인하대 친구랑 놀기 좋다 단점 학식이 진짜 맛없다 축제가 노잼 (주민축제임) 캠퍼스가 진짜 세상에서 제일 좁다 너무 변두리에 있어서 서울 한번 가려면 맘먹어야함 주변 시설이 낙후됨 (범죄 다발생 구역과 매우 가까움) 대학같지 않음 (캠퍼스 로망 전혀 없음)
1223,장점 취업깡패임 빅5병원 많이 보냄 학생수가 많아 과활동 안해도 됨 군기가 하나도 없음 선배인지 후배인지도 모름 단점 공부가 너무 힘듦 학생수가 많아 선배들과 친해지기 힘듦 수험생들보다 공부를 열심히함 (학점따기 힘듦) 과활동을 강요하지 않음
1224,저희 학과가 있는 학교중에선 투탑인 학교입니다 하지만 교수님 수준도 그렇고 국시 자료도 그렇고 을지대가 훨씬 좋아보입니다 학교 근처에 놀 거리는 하나도 없고 학교도 매우 작고 시설도 좋지 않아요 ㅠ 교통이 막 좋은것도 아닙니다
1225,119 구급대원에 꿈이 있다면 추천합니다!
1226,캠퍼스가 많고 커리큘럼이 잘 짜져있고 지원 프로그램이 많아요
1227,"학과내에 행사가 많아서 선후배, 교수님 간에 유대감이 좋습니다. 커리도 확실해서 믿고 따라갈 수 있습니다"
1228,캠퍼스가 되게 크고 예뻐요! 장학금제도가 많아서 좋아요~!
1229,비실기과인데 커리큘럼이 잘 짜여있어요!!교수님들도 차근차근 잘 가르쳐주셔요
1230,
1231,
1232,
1233,
1234,"학교.. 좋아요. ㅎㅎㅎㅎ 이것저것 사먹기도 쉽구요, 교통 엄청 좋아요 ㅎㅎㅎ"
1235,교수님 믿지마세요. ㅋㅋㅋ 여기는 알아서 열심히 하는 사람만 성공하는 학과에요. ㅎㅎ
1236,
1237,
1238,평판도 좋아지고 시설도좋고그리고 역에서 바로 학교도착하는학교가 몇개안돼요 ㅎㅎ 꼭오ㅓ요 선배도 다좋음 ㅎ
1239,행정학과 짱 행정학과와요 행정행정행정행정행정행정
1240,"장점 : 교통. 교통만큼은 좋다. 셔틀(무당이)이 무료다. 학교 안에 식당이 많다. 복수전공이나 부전공을 할 수 있다. 전과가 쉽다. 단점 : 기숙사가 비싸고 산에 있어서 다니기 힘들어서 자취가 낫다. 셔틀 시간이 너무 뜸하고 한번에 탈 수 있는 정원도 적고 비오면 일 안하고 방학이나 주말, 공휴일에도 일 안한다. 주변에 있는게 없어서 죄다 비싸다. 음식도 비싸고 양이 적다. 일반 대학가 물가나 양을 생각하면 지갑이 텅텅해질 것이다. 복수전공이나 부전공이 필수다. 총학생회 비리가 매년 있는 듯 하다. 축제가 재미 없다. 학비가 비싸다. 체육대회 같은것은 몰래 하는 건지 공지도 제대로 안하는듯 하다."
1241,"장점 : 수강신청할 때 다양한 예비 시간표를 만들 수 있다 단점 : 좋은 교수님이 뻔하므로 항상 인원이 몰리고 편입이나 복수전공, 전과생을 다 합하면 수강신청 정원을 한참 넘겨 수강신청이 매우 힘들다"
1242,
1243,
1244,저희 학과가 있는 학교중에선 투탑인 학교입니다 하지만 교수님 수준도 그렇고 국시 자료도 그렇고 을지대가 훨씬 좋아보입니다 학교 근처에 놀 거리는 하나도 없고 학교도 매우 작고 시설도 좋지 않아요 ㅠ 교통이 막 좋은것도 아닙니다
1245,119 구급대원에 꿈이 있다면 추천합니다!
1246,학교이름을 딴 가천대역이 있어서 역이랑 가까워서 좋습니다
1247,G2인 중국을 이해하려면 꼭 필요한 학과입니다 추가로 학과장 교수님이 멋있습니다
1248,글로벌을 자처하는 학교라 그런지 해외연수나 단기연수 같은것들이 많아요. 가끔 학교가 너무 학생들을 돈 벌이 대상으로만 본다고 느껴질때도 있어요
1249,교차지원 했는데 과공부 등등 노력하면 충분히 미래가 있다고 생각되는 학과입니다
1250,
1251,
1252,
1253,
1254,"학교.. 좋아요. ㅎㅎㅎㅎ 이것저것 사먹기도 쉽구요, 교통 엄청 좋아요 ㅎㅎㅎ"
1255,교수님 믿지마세요. ㅋㅋㅋ 여기는 알아서 열심히 하는 사람만 성공하는 학과에요. ㅎㅎ
1256,
1257,
1258,학교시설이 좋고 교통이 좋은편이예요☺
1259,배우고싶은것들을 배울 수 있고 선후배관계도 좋아요.
1260,"장점 : 교통. 교통만큼은 좋다. 셔틀(무당이)이 무료다. 학교 안에 식당이 많다. 복수전공이나 부전공을 할 수 있다. 전과가 쉽다. 단점 : 기숙사가 비싸고 산에 있어서 다니기 힘들어서 자취가 낫다. 셔틀 시간이 너무 뜸하고 한번에 탈 수 있는 정원도 적고 비오면 일 안하고 방학이나 주말, 공휴일에도 일 안한다. 주변에 있는게 없어서 죄다 비싸다. 음식도 비싸고 양이 적다. 일반 대학가 물가나 양을 생각하면 지갑이 텅텅해질 것이다. 복수전공이나 부전공이 필수다. 총학생회 비리가 매년 있는 듯 하다. 축제가 재미 없다. 학비가 비싸다. 체육대회 같은것은 몰래 하는 건지 공지도 제대로 안하는듯 하다."
1261,"장점 : 수강신청할 때 다양한 예비 시간표를 만들 수 있다 단점 : 좋은 교수님이 뻔하므로 항상 인원이 몰리고 편입이나 복수전공, 전과생을 다 합하면 수강신청 정원을 한참 넘겨 수강신청이 매우 힘들다"
1262,득도 실도 안되는 학교. 자기 하기 나름입니다.
1263,아직 길이 확실하지는 않은 학과. 아마 저 졸업할때쯤이면 상황이 많이 개선되어있겠죠. 뜻이 있다면 만족할거예요. 교수님들도 학과생들을 위해 많이 노력하고 학과생들도 진로를 위해 많이 고민하고 노력하고있습니다.
1264,저희 학과가 있는 학교중에선 투탑인 학교입니다 하지만 교수님 수준도 그렇고 국시 자료도 그렇고 을지대가 훨씬 좋아보입니다 학교 근처에 놀 거리는 하나도 없고 학교도 매우 작고 시설도 좋지 않아요 ㅠ 교통이 막 좋은것도 아닙니다
1265,119 구급대원에 꿈이 있다면 추천합니다!
1266,학교이름을 딴 가천대역이 있어서 역이랑 가까워서 좋습니다
1267,G2인 중국을 이해하려면 꼭 필요한 학과입니다 추가로 학과장 교수님이 멋있습니다
1268,글로벌을 자처하는 학교라 그런지 해외연수나 단기연수 같은것들이 많아요. 가끔 학교가 너무 학생들을 돈 벌이 대상으로만 본다고 느껴질때도 있어요
1269,교차지원 했는데 과공부 등등 노력하면 충분히 미래가 있다고 생각되는 학과입니다
1270,
1271,
1272,
1273,
1274,"학교.. 좋아요. ㅎㅎㅎㅎ 이것저것 사먹기도 쉽구요, 교통 엄청 좋아요 ㅎㅎㅎ"
1275,교수님 믿지마세요. ㅋㅋㅋ 여기는 알아서 열심히 하는 사람만 성공하는 학과에요. ㅎㅎ
1276,
1277,
1278,학교시설이 좋고 교통이 좋은편이예요☺
1279,배우고싶은것들을 배울 수 있고 선후배관계도 좋아요.
1280,정문에서 후문이 보인다. 비올때에도 비를 안맞고 옆건물로 갈 수 있다. 다만 단점이 있다면 외진 곳에 있다보니 서울로 놀러나가는데 홍대까지 대략 1시간 15분정도 걸리고 학교 주변에 놀거리나 맛집이 거의 없다. 편의점이 학교안에 없고 밖으로 나가야해서 10분 걸어나가야 한다. 지하철도 15분 거리에 있다. 결론은 공부하기엔 좋지만 즐거운 대학생활을 보내기엔 아쉽다.
1281,간호학과가 짱이다!!!! 선배들의 똥군기가 전혀 없고 다들 잘해주신다. 다른학교에 비해 우리학교 학과의 학생수가 많아서 혼자 다녀도 전혀 이상하지 않고 아싸 외길 인생을 쉽게 걸을 수 있다. 취업률은 두 말 할 것도 없다!
1282,득도 실도 안되는 학교. 자기 하기 나름입니다.
1283,아직 길이 확실하지는 않은 학과. 아마 저 졸업할때쯤이면 상황이 많이 개선되어있겠죠. 뜻이 있다면 만족할거예요. 교수님들도 학과생들을 위해 많이 노력하고 학과생들도 진로를 위해 많이 고민하고 노력하고있습니다.
